STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),isco08,International Standard Classification of Occupations 2008 (ISCO-08),worktime,Working time,age,Age class,sex,Sex,indic_se,Structure of earnings indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,AT,Austria,2006,,2161,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,AT,Austria,2010,,2429,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,AT,Austria,2014,,2589,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,BE,Belgium,2006,,2784,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,BE,Belgium,2010,,3226,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,BE,Belgium,2014,,3501,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,BG,Bulgaria,2002,,154,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,BG,Bulgaria,2006,,191,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,BG,Bulgaria,2010,,287,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,BG,Bulgaria,2014,,367,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,CH,Switzerland,2010,,4131,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,CH,Switzerland,2014,,5283,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,CY,Cyprus,2006,,2021,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,CY,Cyprus,2010,,2088,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,CY,Cyprus,2014,,2074,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,CY,Cyprus,2022,,2192,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,CZ,Czechia,2002,,433,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,CZ,Czechia,2006,,713,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,CZ,Czechia,2010,,942,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,CZ,Czechia,2014,,932,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,DE,Germany,2006,,2247,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,DE,Germany,2010,,2250,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,DE,Germany,2014,,2284,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,DK,Denmark,2006,,3408,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,DK,Denmark,2010,,3979,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,DK,Denmark,2014,,4174,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EA18,Euro area - 18 countries (2014),2006,,2201,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EA18,Euro area - 18 countries (2014),2010,,2371,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EA18,Euro area - 18 countries (2014),2014,,2437,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EA19,Euro area - 19 countries  (2015-2022),2010,,2337,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EA19,Euro area - 19 countries  (2015-2022),2014,,2407,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EE,Estonia,2006,,438,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EE,Estonia,2010,,603,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EE,Estonia,2014,,785,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EL,Greece,2006,,2301,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EL,Greece,2010,,2569,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EL,Greece,2014,,2279,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2002,,1689,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2006,,1746,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2010,,1668,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,ES,Spain,2014,,1812,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EU28,European Union - 28 countries (2013-2020),2006,,2070,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EU28,European Union - 28 countries (2013-2020),2010,,2195,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,EU28,European Union - 28 countries (2013-2020),2014,,2311,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2006,,2428,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2010,,2780,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FI,Finland,2014,,3067,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2006,,3438,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2010,,3005,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,FR,France,2014,,3168,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HR,Croatia,2010,,1350,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HR,Croatia,2014,,1273,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2002,,499,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2006,,668,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2010,,769,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,HU,Hungary,2014,,787,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2002,,2329,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2006,,3003,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2010,,3029,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IE,Ireland,2014,,2840,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IS,Iceland,2006,,2895,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IS,Iceland,2010,,1932,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IS,Iceland,2014,,2582,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IT,Italy,2006,,2745,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IT,Italy,2010,,2994,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,IT,Italy,2014,,2918,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LT,Lithuania,2002,,271,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LT,Lithuania,2006,,407,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LT,Lithuania,2010,,504,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LT,Lithuania,2014,,595,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LU,Luxembourg,2006,,4479,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LU,Luxembourg,2010,,4593,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LU,Luxembourg,2014,,4238,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LV,Latvia,2006,,363,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LV,Latvia,2010,,538,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,LV,Latvia,2014,,588,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,ME,Montenegro,2014,,873,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MK,North Macedonia,2010,,578,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MK,North Macedonia,2014,,588,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MK,North Macedonia,2022,,769,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MT,Malta,2006,,1210,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MT,Malta,2010,,1244,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,MT,Malta,2014,,1376,,,,,
dataflow,ESTAT:EARN_SES_MONTHLY(1.0),Structure of earnings survey - monthly earnings,A,Annual,B-S_X_O,"Industry, construction and services (except public administration, defense, compulsory social security)",TOTAL,Total,TOTAL,Total,Y_GE60,60 years or over,T,Total,MEAN_E_EUR,Mean earnings in euro,NL,Netherlands,2002,,2348,,,,,
